,time,result
0,0.0005288124084472656,241357.0
1,0.00042700767517089844,18128.0
2,0.0004489421844482422,1373603.0
3,0.00047707557678222656,7948.0
4,0.0005891323089599609,159740.0
5,0.0004820823669433594,92679.0
6,0.0005121231079101562,167487.0
7,0.0004191398620605469,52083.0
8,0.0004260540008544922,325358.0
9,0.0004811286926269531,229862.0
10,0.0005061626434326172,339320.0
11,0.0004229545593261719,448757.0
12,0.0004260540008544922,64829.0
13,0.00045990943908691406,41271.0
14,0.0004849433898925781,67391.0
15,0.0004279613494873047,228920.0
16,0.00042319297790527344,107526.0
17,0.0004451274871826172,235564.0
18,0.0004241466522216797,19814.0
19,0.0004780292510986328,130727.0
20,0.0004229545593261719,76524.0
21,0.0004489421844482422,91056.0
22,0.0004239082336425781,171706.0
23,0.0004489421844482422,590153.0
24,0.0004820823669433594,376775.0
25,0.0004830360412597656,268429.0
26,0.0004649162292480469,391730.0
27,0.0005071163177490234,7084.0
28,0.00044798851013183594,68028.0
29,0.00045800209045410156,105626.0
30,0.0005021095275878906,694318.0
31,0.0004489421844482422,326526.0
32,0.0005080699920654297,78611.0
33,0.0004630088806152344,372084.0
34,0.00041794776916503906,93314.0
35,0.0004260540008544922,135912.0
36,0.0004258155822753906,677759.0
37,0.00045609474182128906,44230.0
38,0.00047707557678222656,76378.0
39,0.0004570484161376953,402211.0
40,0.0004508495330810547,1186973.0
41,0.0004229545593261719,129970.0
42,0.0004482269287109375,329171.0
43,0.00047397613525390625,11993.0
44,0.0005609989166259766,190507.0
45,0.0004451274871826172,26468.0
46,0.0004830360412597656,486339.0
47,0.0004489421844482422,35143.0
48,0.0004451274871826172,114045.0
49,0.00045013427734375,1949146.0
