,time,result,time with partioning,result with partioning
0,0.0033800601959228516,513458625.0,0.13437604904174805,7757.0
1,0.0033299922943115234,29323002782.0,0.12922215461730957,53196.0
2,0.00333404541015625,7012616865.0,0.12873220443725586,3569.0
3,0.0035049915313720703,25060128784.0,0.1314849853515625,418.0
4,0.0032668113708496094,17512869850.0,0.1341080665588379,7198.0
5,0.0033659934997558594,3424170975.0,0.1346909999847412,4003.0
6,0.0038399696350097656,689185889.0,0.13057589530944824,15111.0
7,0.0033020973205566406,20576513713.0,0.13122987747192383,6955.0
8,0.0032911300659179688,591529572.0,0.12814807891845703,11870.0
9,0.00333404541015625,94011028.0,0.12794995307922363,13098.0
10,0.0035161972045898438,3873205590.0,0.1355440616607666,45632.0
11,0.0034728050231933594,16789467913.0,0.12798786163330078,12599.0
12,0.0033659934997558594,13547897515.0,0.16464900970458984,71163.0
13,0.0034220218658447266,22944562433.0,0.13152694702148438,10017.0
14,0.0032858848571777344,6704523043.0,0.13349413871765137,623.0
15,0.0032701492309570312,2787652426.0,0.13424110412597656,410.0
16,0.003515005111694336,15380489266.0,0.12730002403259277,10538.0
17,0.0033309459686279297,9721277372.0,0.12924981117248535,26728.0
18,0.0034918785095214844,72293694.0,0.13113093376159668,47686.0
19,0.00392603874206543,6671347385.0,0.13566303253173828,91633.0
20,0.0032720565795898438,7709642586.0,0.1341390609741211,42996.0
21,0.0033359527587890625,1798419296.0,0.12810397148132324,25826.0
22,0.0033369064331054688,9101229436.0,0.13179898262023926,36634.0
23,0.004326820373535156,7753360573.0,0.1296520233154297,45567.0
24,0.003350973129272461,16614296479.0,0.13293814659118652,14625.0
25,0.0033588409423828125,5705656623.0,0.13133907318115234,18455.0
26,0.0033228397369384766,23248398816.0,0.1292860507965088,17792.0
27,0.003482818603515625,694217352.0,0.12992501258850098,25438.0
28,0.0033140182495117188,52439522732.0,0.12958598136901855,18702.0
29,0.003340005874633789,4954584100.0,0.1330559253692627,24146.0
30,0.0033011436462402344,2195416482.0,0.12841486930847168,724.0
31,0.0032508373260498047,27056756574.0,0.13076496124267578,6812.0
32,0.003381013870239258,18350608541.0,0.13417315483093262,170805.0
33,0.0034151077270507812,11988891526.0,0.13031411170959473,2992.0
34,0.0032579898834228516,9255692590.0,0.13342905044555664,11648.0
35,0.0032460689544677734,3224022726.0,0.13533592224121094,12770.0
36,0.003345012664794922,5954209057.0,0.13293099403381348,60957.0
37,0.0036439895629882812,10274780746.0,0.13242816925048828,2416.0
38,0.003409147262573242,10613056542.0,0.13359403610229492,6946.0
39,0.003278970718383789,18641298321.0,0.1286919116973877,8857.0
40,0.00335693359375,11130775741.0,0.132965087890625,12809.0
41,0.0038118362426757812,20609430414.0,0.12686514854431152,6234.0
42,0.003412008285522461,793828889.0,0.130295991897583,10533.0
43,0.0032930374145507812,13986789.0,0.12807703018188477,45901.0
44,0.0041561126708984375,396241369.0,0.14156007766723633,56657.0
45,0.0033669471740722656,17137249988.0,0.12943387031555176,9416.0
46,0.003351926803588867,11317495281.0,0.12844419479370117,8287.0
47,0.0034971237182617188,2203901165.0,0.13670682907104492,6233.0
48,0.003323793411254883,2842929859.0,0.13119196891784668,13477.0
49,0.0034279823303222656,25006714308.0,0.1363668441772461,2502.0
