,time,result,time with partioning,result with partioning
0,0.016299009323120117,7488908517.0,0.16762495040893555,44251.0
1,0.01742386817932129,10151375722.0,0.15986013412475586,26826.0
2,0.01790308952331543,88061301205.0,0.177642822265625,26123.0
3,0.016765832901000977,23933642178.0,0.1657729148864746,5302.0
4,0.016427040100097656,14286712626.0,0.16307711601257324,29044.0
5,0.015882015228271484,27213319.0,0.1630079746246338,11929.0
6,0.01794290542602539,11761288193.0,0.16510009765625,8227.0
7,0.01556396484375,29733909185.0,0.16331911087036133,23027.0
8,0.015813112258911133,68941641592.0,0.16927695274353027,4762.0
9,0.01605391502380371,12091105608.0,0.16527199745178223,25868.0
10,0.017448902130126953,94282076266.0,0.16743206977844238,24042.0
11,0.01548314094543457,73620559605.0,0.1718909740447998,8235.0
12,0.015826940536499023,45527158385.0,0.17116379737854004,9683.0
13,0.01579880714416504,69743421219.0,0.16521310806274414,30277.0
14,0.015930891036987305,31672422359.0,0.17055988311767578,1699.0
15,0.01622486114501953,33209829372.0,0.1653428077697754,4448.0
16,0.016206979751586914,49799351804.0,0.16527009010314941,2616.0
17,0.016202926635742188,15941740648.0,0.1593008041381836,13766.0
18,0.015585899353027344,11629632490.0,0.17212486267089844,2702.0
19,0.01758408546447754,7540505315.0,0.16187620162963867,31649.0
20,0.015617847442626953,17249418110.0,0.162855863571167,47220.0
21,0.0157470703125,14861045364.0,0.1660759449005127,3410.0
22,0.015599966049194336,30321609356.0,0.16011595726013184,58638.0
23,0.01772904396057129,1477623573.0,0.19444990158081055,889.0
24,0.01642894744873047,85627449857.0,0.16860294342041016,3243.0
25,0.015980958938598633,13218030595.0,0.169266939163208,9299.0
26,0.01596808433532715,8973476904.0,0.16780519485473633,694.0
27,0.01685810089111328,37196961726.0,0.177703857421875,35418.0
28,0.015962839126586914,40734779042.0,0.16114115715026855,39152.0
29,0.015611886978149414,61972127468.0,0.18188881874084473,19772.0
30,0.016282081604003906,17656719910.0,0.16373014450073242,884.0
31,0.01570606231689453,19622658024.0,0.17113995552062988,634.0
32,0.016973018646240234,47917280001.0,0.16770410537719727,42057.0
33,0.018169164657592773,36841084252.0,0.18455886840820312,10882.0
34,0.01568603515625,49208331886.0,0.15960907936096191,16522.0
35,0.015687942504882812,90963823608.0,0.16023898124694824,3154.0
36,0.015687942504882812,14329623571.0,0.16624903678894043,2881.0
37,0.0180208683013916,8639034340.0,0.16080999374389648,3072.0
38,0.01568603515625,5676052582.0,0.15781903266906738,59808.0
39,0.016158103942871094,55259363447.0,0.1678318977355957,6781.0
40,0.017277002334594727,149056314899.0,0.16003203392028809,3059.0
41,0.017196178436279297,12164852512.0,0.16509509086608887,24102.0
42,0.015712976455688477,101696946149.0,0.16689705848693848,36209.0
43,0.01569986343383789,3599410903.0,0.16194701194763184,4397.0
44,0.019552946090698242,63766842627.0,0.1655101776123047,3679.0
45,0.015894174575805664,1606496546.0,0.1591489315032959,8534.0
46,0.016682147979736328,47652119741.0,0.16667413711547852,3535.0
47,0.0156710147857666,53879024229.0,0.16817402839660645,8407.0
48,0.015661954879760742,6060677851.0,0.16386699676513672,8803.0
49,0.015769004821777344,39626839342.0,0.15856194496154785,32412.0
